,user,tweet,location,keyword
769,❌,"Covid-19, Pandemic, Lockdown, No work.",,covid19
770,Chetan Mudrabettu,Excellent graphical description of #COVID19 transmission dynamics. The best I've seen so far. https://t.co/JNnQT9ocZ4,"Hubli, India",covid19
771,smiley trashbag (leo) ★,if kendrick lamar dropped an album right now covid-19 would simply disappear https://t.co/NaBSa3hpcP,17 | anitwt ,covid19
772,rhian31,"@5amHill @daniel_cheiban @Te_Taipo @simonjbridges They did show concern to the C19 Health Response Act, they weren't included in any of the consultation so they didn't have a chance to do anything. Completely bypassed and ignored. https://t.co/VBWV76i1w0",New Zealand,covid19
773,Flash Alert,"$TAK [15s. delayed]: Issued Press Release on October 29, 02:00:00: Takeda Expands COVID-19 Vaccine Supply in Japan Through Partnership with Moderna and Government of Japan https://t.co/QIRt6kS6Ke","New York, USA",covid19
774,VIDIT GUPTA,"@RoflGandhi_ States controlling COVID-19 testing to show lower number of cases, says Thyrocare

https://t.co/kxfJP43ToF",India,covid19
775,Mr.Citron - Very Progressive Democrat,@SixandLaura The death rate from the numbers in the abc article comes out to a death rate of 2.3%? Is that right? Not outside the Covid-19 range.,Cow Hampshire,covid19
776,Flash Alert,"$TAK [15s. delayed]: Issued Press Release on October 29, 02:00:00: Moderna Partners with Takeda and the Government of Japan to Supply 50 Million Doses of mRNA Vaccine Against COVID-19 (mRNA-1273) to Japan https://t.co/cDD5TiI0sQ","New York, USA",covid19
777,"Nabil Mansour, MD",Really good visual representation of risk of COVID-19 spread in different common scenarios with varying degrees of protective measures. https://t.co/ciM4T5vvA9,"Houston, TX",covid19
778,António Rolão antonio.rolao@outlook.com,"@415Seamus @omaha_scanner We are all Humans, but we must understand that 'playing' a bit around with this 'trumpesque' episode has nothing to compare against this sad truth:
close to 230K American lives, are now lost to 'Covid-19' -- precisely because (real) Donald has been solely concerned WITH HIMSELF! https://t.co/3xCixFRbOr","Lisbon, Portugal and Wash.DC",covid19
779,Charlie,"@greatness_m @YEDNetworkKe @Amref_Kenya @CatherineMbul17 @MOHA_made_ @BRZA19 @Carolkyalo5 @ItsMs_Mwikali @sipetojoshua1 @Fay1Vallet https://t.co/X7JZbz8VpY
personal responsibility will be key during this covid-19 pandemic to help flatten the curve
#angamizacoronamachakos","Kitui, Kenya",covid19
780,Persatuan Sahabat Wanita Selangor,"PSWS explains Malaysians are not deluded by the suggestion that a state of emergency is required to combat Covid19 pandemic. The MCO has proven to the world that Malaysia is able to fight off Covid19 with the existing legal and enforcement mechanisms.
https://t.co/gCxTsM504I",,covid19
781,I’m Me & You’re You,Wisconsin-Nebraska has been canceled due to a COVID-19 outbreak within the Badgers program  https://t.co/P0gyITxOM6,Everywhere I’ve ever been ,covid19
782,Kaloki Kilisya,"@ItsMs_Mwikali @YEDNetworkKe @Amref_Kenya to date no specific medicine has been approved for treatment of covid-19, don't ingest bleach or self medicate #angamizacoronamachakos","Kitui, Kenya",covid19
783,eastvillagetwt,"Hospitals Are Reeling Under a 46 Percent Spike in Covid-19 Patients

The number of people hospitalized with the coronavirus has climbed significantly from a month ago, straining cities that have fewer resources to weather the surges. https://t.co/xyKJhzjbCr","East Village, New York, NY",covid19
784,Thisgirlmueni,"The mentality that Covid 19 only attacks the Caucasians is a myth! Covid 19 does not choose colour, race, ethnicity, religion or area of residence! Lets stay alert and observe the MOH guidelines @YEDNetworkKe @Amref_Worldwide @Kituku2 @DrAlfredMutua
#angamizacoronamachakos https://t.co/Q32CGSQqcA",,covid19
785,Sotcoabots,"@realDonaldTrump More work and endangerment for healthcare workers!  Thanks, Donald.  226,000 DEAD AMERICANS!  What an 'accomplishment'! A+ 👏👏👏
https://t.co/gMLlftoFoR",,covid19
786,KCTV5 News,"A Long Island country club was fined $17,000 for hosting a wedding where 30 guests contracted Covid-19 https://t.co/mL2NPX9FQY","Kansas City, Mo.",covid19
787,InMindCloud,"With the Covid-19 crisis #manufacturers have come under pressure to implement new go-to-market models and new types of customer engagement. Read more in our latest blog!
#commerce #CRM #CPQ #Digitalization
https://t.co/0jMY95M4OY https://t.co/V8awHoHvf5",Singapore,covid19
788,BIMP-EAGA,"#ASEAN is shoring up efforts to strengthen the resilience of enterprises in response to the pandemic. A Canada–#OECD Project helped track and analyze measures taken to mitigate impact on businesses, particularly, micro enterprises &amp; SMEs. https://t.co/kYZODN7gB8
 #SMEs #NewNormal https://t.co/dG9JO00QO0",,covid19
789,Ex Libris Research Solutions,The #Australian #academic sector has been thrust into an existential crisis and #university-based #researchers have been living on a knife-edge since the arrival of #Covid19. The government's one-off injection of AU$1 billion is only a short-term fix. https://t.co/PjvvtdcyjF,United States,covid19
790,Real Terryo,"Covid-19: Nearly 100,000 catching virus every day https://t.co/BP4SkgVJUr",,covid19
791,minesandmoney,"When talking to #mining executives recently, the most common statement has been ""I've never been in one place for so long.""

The enforced grounding due to #Covid19 has had benefits but there are also some challenges that must be faced.  https://t.co/Z9425Z6LTL",,covid19
792,silky johnson,@HillaryClinton @JoeBiden What’s that?  To send money to China so they can “develop” a vaccine that they have had since before they developed covid-19.  You are a deplorable thief just like Joe.  🍕🍕🍕🌭🌭🌭🌭,"Massachusetts, USA",covid19
793,Press Trust of India,West Bengal govt asks all state-run and private medical establishments to send details of frontline health care workers and other staff who would be administered #COVID19 vaccine on priority basis,"New Delhi, India",covid19
794,Mistakes were made,"1,300 new COVID-19 cases today in the city of LA‼️ I’m no genius but this is all starting to look too familiar 🤷🏼‍♂️",,covid19
795,Judy Ponderosa,"@maralandicare @taradublinrocks @ReallyAmerican1 And its actually true. We’ve been fuck over, Killed in the streets, Left for dead with Covid19. ON POURERS!! 
By a fucking clown that’s a Trader!! Trump don’t work for the U.S.  he never did.","Montana, USA",covid19
796,Dash 🎃👻🦇,"After getting engaged last year, I never thought my fiancée and I would be doing the long distance thing. Many of you may not know this, but due to COVID-19, my fiancée has temporarily moved back to BC. Since she is high risk, and I work with the public, it was much easier (1/2)",🇨🇦,covid19
797,Angela CFA,"@Schuldensuehner Germany has 23,553 new confirmed cases of COVID-19, a new single-day high.

A key question now is whether the ECB will support the economy.",HSBC Global,covid19
798,Michael Dalleh,All the latest COVID-19 cases in NSW; get tested if you have been to these venues - https://t.co/31zOtH9Y6G,Australia ,covid19
799,Yogi,"Covid-19 Vaccine Ready for Rollout by Dec: CEO Serum Institute

https://t.co/aB5UtAPtZw https://t.co/53hECIFYKK",,covid19
800,Susan Garren Art Collections 👩‍🌾,#WhiteHouseInsider admits #ScotAtlas &amp; #COVID19 #Trump pursuing #HerdImmunity #TrumpDoesNotCareAboutYou #TrumpHasCovid #TrumpVirus #TrumpCrimes #TrumpSuperSpreaderEvents #OmahaTrumpRallyDisaster #VoteEarly #VoteTrumpOut2020 #ElectionInterference #USPS #RussianBounty #TrumpTaxes https://t.co/j0ejahPgGZ,USA,covid19
801,B I O T E C H ...,$TAK REFILE-TAKEDA: TO IMPORT AND DISTRIBUTE 50 MILLION DOSES OF $MRNA MODERNA’S COVID-19 VACCINE CANDIDATE IN JAPAN,,covid19
802,ardelio zapata espin,#Nahle #PemexCEO  two world class “experts” plus #COVID19 https://t.co/9O4Cj2GML1 https://t.co/ErhqoH3Kfh,"Atlanta, GA",covid19
803,kaigaifinewine　海外酒販アジア,"160th Hospices de Beaune Wine Action is coming. This year, the profits from the auction will go entirely to healthcare staff and and the victims of COVID19 #hospicesdebeaune #ブルゴーニュ #KFWA #kaigaifinewineasia #winelover https://t.co/YpvKUzWOT8",Tokyo,covid19
804,ONC3X,"Today when I went to vote there were some women (30-50yo &amp; white) talking about early voting and pretty everyone was there because no one wanted to mail their ballots &amp; Covid19. Judging by the women's comments, they were annoyed at Trump for f**king with the mail in ballots.😂 https://t.co/tDUb0XNsnY",Under Erdogan's bed.👻,covid19
805,Kotak Securities Ltd,"@Bharatdkabra1 We have limited staff working at our customer service department due to the current COVID-19 Pandemic situation. Please bear with us during this inconvenience. Alternatively, you may write to us at service.securities@kotak.com for any assistance. (2/2)","Mumbai, India",covid19
806,judge and jury,BIDEN/HARRIS from the DEMONRATS party must really think the Covid 19 was send from Heaven to help them score Political points against TRUMP? Sorry BIDEN/HARRIS it was send from your Communist CHINA - DEMON-MASTERS👿and now using it as a political weapon!,SAshithole☢️,covid19
807,RF🇺🇸,@realDonaldTrump Donald Trump is a Sociopath leaving his cult  out in the frigid cold outdoors for hours after his Covid-19 SuperSpreader rally. Joe Biden would never do any of that nonsense. https://t.co/ajXl7L3dGE,"California, USA",covid19
808,Toshali Resorts,"Celebrate Full Moon Night at Toshali Sands Resort Puri

How about an early morning walk?
Be sure to stop over at this magnificent beach view on your way to us!
Book Now - https://t.co/Sunb592Mff
#toshali #toshalisands #toshalisandsresort #accommodationinpuri #purihotel https://t.co/UAM1CNfR9v",India,covid19
809,Andrew J Franklin,"@gathara Lockdown humor has now become too subtle for even the most clever on this street. In fact with Covid-19 positive cases steadily rising, there is no place even for, dare I say, black humor regarding the unfolding situation in Kenya. Meanwhile the Global North is on Covid-19 fire!",Nairobi Kenya,covid19
810,🌹DNC_killed_the_Radio_Star,"@JoeBiden The medical community agrees that #MedicareForAll would cost less than the ACA and save 70,000 lives every year. That number is definitely higher now due to #COVID19. Scientists say we have about 10 years for drastic change and the #GreenNewDeal is the way. #BanFracking","California, USA",covid19
811,Aaron Farooqi,@BluefinBrands When I live in the East Coast and can't travel because of COVID-19: https://t.co/y67M6cE7OC,Someplace,covid19
812,Jess the Fangirl | AUs on 🔗,"A month ago, first time kong magpa-rapid test for COVID-19.

REQUEST @SB19Official @MTV #FridayLivestream

SB19 RTDay
#SB19 https://t.co/1S9scDHf29",,covid19
813,Bards; צנוע,So... second wave of COVID 19 is up sa Europe?,"Quezon, Calabarzon",covid19
814,The Current Affairs,"Oppo to announce its Find X3 series on New Year Eve
#StandardFindX2
#FindX3series
#5Gsmartphone
#COVID19
#Technology
https://t.co/uG3llXgOuV",United States,covid19
815,🌊🗽Sahssy’s Kitchen✌🏽💙🇺🇸,"@govkristinoem This is simple. Lockdowns do stop Covid-19 from spreading. Your priority is the economy. You don’t have to lie about one to admit the other. It’s easy to tell the truth, why won’t you?",USA ,covid19
816,Dr.med. Bernd Kynast,Hijacked #Twitter' censorship. First they take our #freespeech &amp; in second step they will remove #2ndamendment &amp; #disarm Americans fighting ./. #outlandish power represented by #Governor @POTUS supervised by toxic couple @JaredKushner - caused #covid19 disaster - &amp; @IvankaTrump https://t.co/j9rCKxn6cU,"Milky way,  I can see aliens !",covid19
817,BusinessLIVE,Covid-19 pokes spoke in wheel of Isuzu bakkie production 🔒  https://t.co/GWdgvgGZZf,Johannesburg,covid19
818,Free Malaysia Today,Dr Sim Kui Hian says patients have been showing symptoms from the third to fifth day instead of the usual 10th day. #FMTNews #Sarawak #Covid19 #GreenHillClusters  https://t.co/m3ufA40IYS,"ÜT: 3.099457,101.681025",covid19
819,Cliff Olney,Cate Blanchett: 'Covid-19 has ravaged the whole idea of small government' https://t.co/yrrJpSVWn0,"Watertown, NY",covid19
820,DRMSambalpur,"@EastCoastRail @DRMWaltairECoR @DRMKhurdaRoad 
#COVID19 cases have declined but not vanished. 
Alertness is better than Carelessness.
Observe COVID appropriate behavior to stay protected.
#Unite2FightCorona #RailParivar https://t.co/GMbxL35S6X",,covid19
821,Sulzer,"Nine months of a very special year 2020. How does COVID-19 reflect in our order numbers? 📊 https://t.co/wdU6IIVjBF
Commercial rebound is under way: orders -2% (-3.6% organic), September strong after summer trough, orders up 4.3% in Services (1.7% organic) #sulzer #ninemonths https://t.co/6sCfcCrfLU",Worldwide,covid19
822,COVID19 in Asia-Pacific,"#COVID19 in Asia-Pacific (Oct 29)
- virus arrives in once-clear Marshall Islands
- Taiwan records 200th day without a case
- India’s daily cases drop to lowest level this week
- Xinjiang belives outbreak is contained
- Philippines closes cemeteries and memorial parks",Singapore,covid19
823,All India Radio News,PM @narendramodi says he is still optimistic of achieving the target of five trillion dollar economy by 2024 despite #Covid19. Govt will take all measures to constantly stimulate the economy in a timely manner while ensuring overall macro-economic stability. https://t.co/CgNSG3TEkn,"New Delhi, India",covid19
824,24 News HD,Pakistan reports highest daily Covid-19 cases since July 31 https://t.co/55LiAX4mvE,Pakistan,covid19
825,Abu Asim Azmi,".@Dev_Fadnavis ji, got to know about you being Covid19 positive.

We wish for your speedy recovery.",Mumbai,covid19
826,Shane Woodford,"Yesterday the world lost 7,104 lives to #COVID19 the deadliest day in the pandemic since July 22nd. While new global #coronavirus infections have been soaring global #COVID deaths are now also trending upward. https://t.co/3yaACEGydv","Faaborg, Denmark",covid19
827,Prakhar Saxena,"There is fear of coivd-19 for Hindus when they are  celebrating there festival.
At the same time there is NOFEAR of covid-19 in election rallies.  #JusticeForMunger
#LipiSinghDyer
@AmitShah @PMOIndia @NitishKumar","Indore, India",covid19
828,Maria Hall,"#NZHellhole where there's nothing but blue oceans + sandy beaches + a sea temperature just right for swimming
hate having to endure this #COVID19 free zone https://t.co/StL6aLk5yF",New Zealand,covid19
829,Daily News Zimbabwe,Khloe Kardashian Tests Positive For Covid-19....https://t.co/8tVoHja1cv https://t.co/3rf09aSlHU,Area 51,covid19
830,timmy,"Can this be truth

Lol

 #nigeria #covid-19 #nigerwedding #nigeriabraids #ncdc #celebrity #celebrate #coza #church #online #onlineclothingstore @ Okigwe Road, Orji Owerri, Imo State https://t.co/478JWVlzZS",logos,covid19
831,Techylawyer,The MaDeCa Template for entrepreneurs who want to succeed after COVID-19  https://t.co/3F6Hx1rCjb https://t.co/JJZ70DQBSb,Alternate Universe,covid19
832,Deccan Herald,"Arunachal Pradesh's #Covid19 tally rose to 14,580 today as 108 more people, including three security personnel, tested positive for the infection, a senior health official said.

 https://t.co/oheguDZdPT",India,covid19
833,St. Mary's School,"Tough times call for tough actions! 

#COVID19 times are surely challenging despite which we should not give up. Going by the rules, staying safe, keeping safe, that's all it takes. 

#schools are to begin... what do you think schools will be like amid the pandemic?
#BackToSchool https://t.co/nKYUmJJl7l","Saharanpur, India",covid19
834,statevision.in,"India's COVID-19 tally crosses 80-lakh mark - 
https://t.co/wsD6wxdGGk
https://t.co/T357pMa70O https://t.co/pMvo8RaKox",,covid19
835,SaludHEALTHinfo,"LIVE updates on the #COVID19 @moderna_tx  tomorrow at 12pm ET by the @NIHDirector, Dr.Francis Collins and @NIAIDNews, Dr.Anthony Fauci

@NIH @IAVI @HHSvaccines @US_FDA @SteveFDA @EricTopol @CMichaelGibson @UCSDHealth @HHSGov @SDCountyHHSA https://t.co/furBnb39Sc",SAN DIEGO,covid19
836,Mustafa TAŞ 🇹🇷,@elonmusk why dont you make something different things to solve covid19 trouble?,"Mersin, Türkiye",covid19
837,Crystal,@jenbrea I recently went up to my aunt's apt for dinner. I'd just washed my hair &amp; was trembling so much it almost looked like a seizure. Next day my aunt said she'd been crying because she's afraid they'll lose me if I get COVID-19. I'm more afraid of being totally bedridden again.,"Vancouver, BC, Canada",covid19
838,Terry Johnson,Snap Launches Second Annual 'Friendship Report' Which Examines How People are Connecting During COVID-19 https://t.co/UoM6r6fFcm https://t.co/yIdTwfjZwK,NYC,covid19
839,Delilah L. Veronese,"@WHO: ""A coherent international response is key to stopping the #COVID19 pandemic. It is critical that we work together to ensure that vulnerable populations are protected and health workers have the tools they need""-@DrTedros","Hells Hollow, NH",covid19
840,Eddie,"Web Design Services Market global industry trends, COVID-19 impact analysis, demand, size and share estimation by 2025 described in a new market report - TechnoWeekly https://t.co/P8jQpmWpzJ",NE Ohio/Floating Through Space,covid19
841,जम्मू- एक सच,"With 49,881 new COVID19 infections, India's total cases surge to 80,40,203. With 517 new deaths, toll mounts to 1,20,527  .  

Total active cases are 6,03,687 after a decrease of 7116 in last 24 hrs

Total cured cases are 73,15,989 with 56,480 new discharges in last 24 hrs.","Jammu, Jammu And Kashmir",covid19
842,Ugochukwu Ptrhenz,Looted covid 19 goods? That rightfully belongs in their houses? https://t.co/20bFq4NsgZ,"Lagos, Nigeria",covid19
843,ID,"No, only 10K at most. The CDC faked the numbers, including accident victims etc. Some governors said wear a mask, then put the covid19 into nursing homes. Isn’t that odd? But this was a plandemic 2001 https://t.co/l2AfQNAAK9",,covid19
844,inflnzr,"BECAUSE OF DONALD TRUMP.
'There's no way to sugarcoat it': COVID-19 cases are surging; one American dies every 107 seconds https://t.co/azAw8sTu0O #vote",Marina Del Rey,covid19
845,Stephen Murchie,"@piersmorgan As we see COVID-19 cases rise. Have we not learned that this virus came in via people travelling yet today Heathrow has flights from Benelux,USA, France and Brazil all with higher levels of the virus. Our test trace doesn’t work why are we doing this?",,covid19
846,Gauteng Health,Why is it important to know the number of people who have been infected with COVID-19? #COVID19AntibodySurvey https://t.co/uYLvoD4tA9,"45 Commissioner Street, JHB",covid19
847,Anna Alexander,I'm sorry but I still don't understand how so many people can continue to blame Trump for COVID-19 in the US.,"Moody, AL",covid19
848,Terrance Peters 🇹🇹🇹🇹,"How will COVID-19 affect you? Your postal code matters as much as your genetic code, says Canada's top doctor https://t.co/DPBnONGBoi",,covid19
849,Uween Jayasinha,"We ought to have continuously improved and continue to improve our medical and quarantine facilities; it's a pandemic, the spread was inevitable. It's been 8 months since the first #COVID19 case in #lka.. https://t.co/SxuWbZFUPz",Sri Lanka,covid19
850,Michael Dalleh,"Mystery coronavirus case among four new local cases in NSW, one in hotel quarantine - https://t.co/72Ta0fkDch",Australia ,covid19
851,YBK Kam🥶🤘🏿,I mean... Covid-19 is going around https://t.co/V2y8UEkucd,"Fayette, MS",covid19
852,Erhtiank 87,"ViralComicE87 Youtube Channel
https://t.co/UsD1hJfZsb
ViralComicE87 vs Covid 19- While covid 19 passes, I look at ViralCominE87, I subscribe, I like it, I activate the notification bell, I comment, I share it I exist. https://t.co/FCXCGaxX5j",,covid19
853,Oommen C. Kurian,#HealthExpress | Need to avoid Covid19 denialism while protecting lives and livelihoods: Great Barrington Declaration Vs John Snow Memorandum https://t.co/Kfw2VGK5LC via @orfonline,New Delhi,covid19
854,Gauteng Health,"Gauteng Department of Health in partnership with the Medical Research Council VIDA Research Unit, University of Pretoria, and University of the Witwatersrand is conducting an antibody survey to understand the extent of COVID-19 infections in the province. #COVID19AntibodySurvey https://t.co/N5yQx6jUeQ","45 Commissioner Street, JHB",covid19
855,AFT Dispatch & A2C Logistics,"Britain expects verdict on Pfizer's COVID-19 vaccine before AstraZeneca's – Times https://t.co/qEhaf68bKP
#YahooFinance #Traffic #Transportation #Shipping #Logistics
Follow @AFTvitaliy for #Trucking News","Salt Lake City, Utah",covid19
856,Eliza Mbithe,"Don't be misled that hot peppers prevent covid 19 ..that's a big lie just follow MOH guidelines and you'll be safe ...
@YEDNetworkKe 
@MOH_Kenya 
@DrAlfredMutua 
#angamizacoronamachakos https://t.co/Q5BD2aU4zT","Tala, Kenya",covid19
857,Jason Lambert-Lee 🧡 #VoteBlue2020,"It’s possible to control #COVID19. Vote for the guy that wants to do that: @JoeBiden!

#VoteBlue2020 https://t.co/jktQq03pBT","California, USA",covid19
858,Neysa Smith,"Staff meetings during Covid-19 school year be like....... @ Yuma, Arizona https://t.co/rHeKn1bRy1",Arizona,covid19
859,Leighmac15,@ToneSweetman @enochbmk @AidanWalshMUFC Tested positive with covid-19,Schoeman/Paul Kruger,covid19
860,ForexPeople,"Asia's COVID-19 control tempers global stock selloff, U.S. futures jump https://t.co/R4iWi22hHC",South Africa,covid19
861,Harry Gilmore,Curious: do you think COVID-19 is a hoax?,PV,covid19
862,Paul Fagan,Reading @beckershr States ranked by COVID-19 test positivity rates: Oct. 28     https://t.co/2Yy5MCaGHX,"California, USA",covid19
863,Dexter Morgan,"@iammix24 What happened to non COVID-19 deaths, what are the numbers?","Iowa, USA",covid19
864,Mordegai Pritchard wears a mask!,"@ProjectLincoln 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
865,Raymond Osterlind,"""media-driven pandemic of terror and fear"" https://t.co/mrkSQFqPdz",South Africa,covid19
866,BidenHarris2020 🌊💯🏁VoteBlue2SaveAmerica,"Sadly, there have been so many in the same position and there will be many more because COVID-19 is NOT a hoax. It will not go away magically on November 4. 
#TrumpVirus 
#MaskItOrCasket https://t.co/8OzdK5fXzy",,covid19
867,Blockchainster,"[https://t.co/Sm9eRQdp2o] Insights on the Global Blockchain Technology Market 2020-2024: COVID-19 Analysis, Drivers, Restraints, Opportunities, and Threats - Technavio - Business Wire https://t.co/FqZFGLrGEw",,covid19
868,IM Case Studies,"Online Reputation Management Services Market 2020-2025 Key insights, Business Overview, Industry Trends,(Covid-19 Outbreak) Challenges By Top Players- Reputation Management Consultants, Inc., REPUTATION RESOLUTIONS - TechnoWeekly https://t.co/1Rb8WV9K69",,covid19
869,Times of Republic,"With 43,893 fresh cases, India’s COVID-19 tally nears 80 lakhs https://t.co/B0iukSMw2V",Mumbai,covid19
870,Trending In Our India,"France will go back into a nationwide 
lockdown starting this week to 
try to contain the COVID-19 pandemic

#france #france🇫🇷 #lockdown #covid_19 #francetourism #trendinginourindia https://t.co/2GHU0RajoC",,covid19
871,Aaron 🇦🇺🇮🇩🇻🇳🇹🇭🇭🇰,"#COVID19 cases 🇭🇰 (October 29th)

• new cases: 3

• local: 1 (1 linked, 0 unknown source)

• imported: 2

• Days since last local infection: 0

• Total cases: 5313 (+1 probable)",Hong Kong,covid19
872,Savvy Tour BR,"Flying can be safer than grocery shopping, Harvard study asserts https://t.co/m10YJt2PQ0 via @CNNTravel","Sao Paulo, Brasil",covid19
873,TheQualitativeMagazine,"COVID-19 palliatives: I have forgiven those who accused me of hiding the items – Humanitarian Minister @cid_nigeria
@FMHDSD @NCPDOfficial @EUinNigeria  @DRACNigeria @CCDNigeria @DinabiNig @nabfct https://t.co/RooYfnkk5C",Abuja,covid19
874,BM,Poll: Voters Give Trump A Poor Preelection Verdict On Handling Of COVID-19 Pandemic https://t.co/1WNVAxInaH,"New Haven, CT",covid19
875,Paradip Port Trust,"Vigilance Awareness Week : Online Debate Competition(ODIA) being held in virtual platform following COVID-19 guidelines among the local school students from Class 8th to 12th on the topic ""Satark Bharat Samrudh Bharat"". https://t.co/rk88AmzPOB","Paradip, Orissa",covid19
876,Kalinga TV,#BREAKING: 13 #COVID19 patients succumb in #Odisha in the last 24 hours. Death toll rises to 1297. https://t.co/PyvLn91gVo,"Odisha, India",covid19
877,Juan Pablo Zuluaga,"Thanks to these women working against the COVID-19, Polio, etc. 🙌🏽🙌🏽 https://t.co/wls2MHlbPW","Lausanne, Switzerland",covid19
878,Patti Ellis,Oregon official dresses as clown to announce COVID-19 death toll https://t.co/mekBnAOTHO,TRUMP’S USA,covid19
879,Threepenny Writer,MLB says Dodgers' Justin Turner 'emphatically refused to comply' and stay in isolation after his positive COVID-19 test,Live in Yokohama,covid19
880,Bluebase Software Services Pvt Ltd,"Global Content Management Software Market to Reach $112 Billion by 2027. Amid the COVID-19 crisis, the global market for Content Management Software is estimated at US$40. https://t.co/eAwDinCq7f",Chennai,covid19
881,Qaanitah|Mzekezeke|Hunter,Qaanitah Hunter | Covid-19 corruption: The warnings were always there https://t.co/v5UHaBkk60,South Africa,covid19
882,@AfricaOilPower,"The answer in the #poll is: All the above! 
#Angola #AfricanEnergy 🇦🇴🌍

#JointheConversation &amp; find out more in the #Angola #COVID19 Response Special Report 2020: 

🔴 English: https://t.co/Wj432PGh4E
🔴 Português: https://t.co/50ejVXNgrP https://t.co/Xd5XZXODQS https://t.co/1Z9UxbBSBr",South Africa,covid19
883,Danny Matthews,"@AOC @Urbanhealthplan Never Ever take a flu shot!!!
Doctors get together and guesstimate what strain of flu is going to show up season to season.Sometimes their right but most times their https://t.co/vb62wkqZMY the meantime your weakening your immune  which will put you in danger with covid-19!!!!",,covid19
884,Ceren 吉兰 Ergenc,Webinar: Exemplars in Global Health? Comparing Asia’s Many Responses to COVID 19 #ThewNewSchoolBlockLibrary https://t.co/3nK9GZG1pc,,covid19
885,Millennium Post,"COVID-19: Antibody response in most people strong, does not decline rapidly, study says https://t.co/ekjUznCsoN","New Delhi, India",covid19
886,🇺🇸Biden/Harris 2020🇺🇸 #WearADamnMask,"he White House and many Americans have pinned their hopes for defeating the COVID-19 pandemic on a vaccine being developed at “warp speed.” ...
“Everyone thinks COVID-19 will go away with a vaccine,” said Dr. Haseltine, chair and president of Access Health https://t.co/KTJ4dSsAGm",In a voting booth,covid19
887,Press Trust of India,"Arunachal Pradesh's #COVID19 tally rises to 14,580 as 108 more people, including three security personnel, test positive for coronavirus: Official","New Delhi, India",covid19
888,Medicircle.in,"India has leaped across a significant milestone in its fight against COVID. The national recovery rate has reached 90.85 per cent. 
 #India #COVID-19Recovery #LatestCOVIDNews29thOct #FatalityRate #FightAgainstCorona  #COVID19 #DeathsDuetoCorona
https://t.co/Hxpmfdet92",Mumbai,covid19
889,some guy on the internet,Regeneron says its Covid-19 antibody treatment cut medical visits in trial https://t.co/KzhJF8vvbe,,covid19
890,"WTAF, America?","@tedlieu Tucker briefly separated from trump over seriousness of covid19 awhile back but was quickly yanked back in line. 

Wonder what they have over him??",,covid19
891,Lena Bosch,"A room, a bar and a class: how the coronavirus is spread through the air

Very informative and well done infographic. Highly worth the read and a nice mobile experience.

#COVID19

https://t.co/wDOt13nr3e","San Diego, CA",covid19
892,MEA WorldWide Health & Science,"Researchers observed that in the wild, vampire bats, which are highly social animals, keep their distance when they are sick or living with sick groupmates.

#COVID19 

https://t.co/qIughCIVQ3",,covid19
893,Chantal Britt,"survey: men tend to overestimate competences &amp; play down #COVID19 threat. = strategy to cope w/ feeling of impotence. As result you have impression there are 1 million male #virologists who consider @c_drosten as incompetent. In CH that would correspond to 100,000 #covidiots. https://t.co/H326R0nCpi",Bern,covid19
894,Mordegai Pritchard wears a mask!,"@PeteButtigieg 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
895,B.A. Walker,'There's no way to sugarcoat it': COVID-19 cases are surging; one American dies every 107 seconds #SmartNews  https://t.co/LE9qCZXHJ1,"Dash Point, WA",covid19
896,Chris Ide,"Covid-19: Nearly 100,000 catching virus every day
What can be done to turn the tide? https://t.co/Qe498Kvx7E","Wivenhoe, England",covid19
897,piale,Sick of these hoes.... covid-19 https://t.co/AckYDBLbYb,"Los Angeles, CA",covid19
898,Alex Galloway 🧢,"@Allie030900 @YoungJames33 @piersmorgan @BorisJohnson You see what you’re doing is tying the lockdown with the governments help that comes with it. 

If you’re implementing a lockdown there must be financial help to partner it. The government have failed catastrophically with dealing Covid 19. It is an utter failure of ideology.",Yorkshire and The Humber,covid19
899,Derek Klobucher,"How #COVID19 made #infosec a top priority for the @girlscouts: “We had almost 8,000 #cybersecurity badges earned in a month; that tells us our programs are relevant, &amp; girls see real use of it"" -- @SylviaAcevedo via @SAPNews #digital #STEM #leadership https://t.co/vlbuO5U4Ut https://t.co/8RZyeDzYnq",Seattle,covid19
900,Cutbeart Edmunds,"@realDonaldTrump Because it only lives in your fantasy world, along with ""#COVID19 is the just like the flu"",  ""#China pays our tariffs"", and the you were ""Man of the Year"" in Michigan. #thursdaymorning #ThursdayThoughts #LiarInChief #Hunter",,covid19
901,KPIX 5,"Two patients and three workers at UCSF Medical Center have tested positive for COVID-19 over the past week and the hospital is working to determine the source of the infections and others who may have been exposed, the hospital said. https://t.co/n7aRwBllPh",San Francisco Bay Area,covid19
