,user,tweet,location,keyword
748,8/20 ♌️Glamorous♡Vey,Fire the DJ please it’s the wack ass music for me 🚮,,fire
749,Guizera,I'm streaming Garena Free Fire. Come hang out! Powered by #Mobcrush https://t.co/KKjjEQQEi2,São Paulo,fire
750,🐰,So i heard sm building is on fire?,🇲🇾 ,fire
751,𝕯𝖆𝖓𝖎𝖊𝖑 ツ,This is the hardest 2pac song with the outlawz by far. Every verse is fire. https://t.co/tK35Ad3SFC,NEW YORK,fire
752,Dr. Manhattan - Just admit you hate poor people.,"@slpng_giants Fire him, take away his pension, ban him from future police jobs.",Oceania,fire
753,Dex James 👍,Hey Fam Adam is not feeling well and needs our prayers. You can read more here.  https://t.co/3WH6JL8swY,Georgia,fire
754,"superman’s pal, worm!",@tmcglonejr ive been listening to fire treasure on loop for like half an hour just vibing,dirt,fire
755,Beach Dood,"@mdliny @rottenkittykat @davenewworld_2 Do I think a country divided is good?  No.  But I'm damned sure not backing down to racism,  greed,  and religious bigotry.   🤷‍♂️  My hope is,  once the fire starter is out of office and the truth of his deceit and treasonous actions are aired,  the extreme right will hide again",,fire
756,🧚‍♀️✨j o r d y n✨🧚‍♀️,"@Little_Yangster @murphycharles79 @Manuela52843141 @AcnoDragneel @Harry_Styles Oh he’s definitely not perfect, no one is! But trump is just a dumpster fire of awful and nasty things","Skokie, IL",fire
757,Nat,THIS GIRL IS ON FIRE,La Colombie ,fire
758,BOOP,"I’m a Capricorn. I have a lot of fire in my chart. I am a Latina. My Venus is in Pisces and my masculine/feminine is balanced. All that being said, if I’m not picky mfs will drain tf outta me and I won’t catch on til it’s too late but still contain my composure ab it.",BookBoopToday@Gmail.Com,fire
759,Edible Intelligence,"Permanently revoke his Peacekeepers license then reduce his schedule to 0. Don’t fire him… reduce his schedule to zero.

#ACAB #DefundThePolice https://t.co/LMBI8X0pI5","Columbus, OH",fire
760,Pete,A fire and a couple beers rn 😔,"Edinburg, TX",fire
761,claire,@HERMusicx Yaaaaaaasssss!!! And you were fire 🔥 🔥,At home all over the world ,fire
762,Genzo-man,@Reality565 What if it was a giant spider?,,fire
763,Ryan S.,@HighnessOphelia Fire it up! lol https://t.co/z4Ayuqfjzf,"Myrtle Beach, SC",fire
764,Rich,All my Asian homies houses always be smellin so fire like spices and potions in the air lol,"Fontana, CA",fire
765,flo nikki shit😾,Ugh like am I rlly gonna live in Cali until we fire and earthquake ourselves to dust? Probably,22,fire
766,TP💋,I hate when I look fire and don’t get pictures.,,fire
767,Emmanuel Obo 🇳🇬,@bettingkingz7 Stats are fire brother 👑,Nigeria,fire
768,Miss Milk Chocolate Public,we are vain and we are blood. nobody stop when my bed’s on fire.,,fire
769,Lexis Don 💫☔️(RainHitter),My nigga in the back with the gray hoodie is fire sheesh 🥰 https://t.co/aue5HmOeJT,"Staten Island, NY",fire
770,냠냠 🐺,they add fuel to the fire and start a disaster by themselves then when people come at them they act like the victims 🚶🏻‍♀️🚶🏻‍♀️ https://t.co/ESiPTskCNd,"18, she/her 🇵🇭",fire
771,(()Melissa()),@sara8smiles @YouTube Yes. I'm going to have to get some. I like my arm NOT ON FIRE.🤣🤣,"Pennsylvania, USA",fire
772,Frank Gyimah,"I love Your voice
You have led me through the fire
And in darkest night You are close like no other
I've known You as a Father
I've known You as a Friend
And I have lived in the goodness of God, yeah!","Accra , Ghana",fire
773,Raimu,@razeyhetro ion know but its fire inironically,Anor Londo,fire
774,mythology2467,@MelonTeee Just wait until you get to vrains. The different of yusaku sub screaming through a data storm as his body is on fire vs dub yusaku grunting like he's trying to impress his crush after he fell over in soccer.,"Perth, Western Australia",fire
775,smash mouth,my world's on fire. how about yours,smash mouth headquarters,fire
776,Mehdi Recebov,"Armenia continues to do terror in the cities far from the fight in Azerbaijan.
It is very important to show the explosions caused by the rocket and cannon fire and the wreckage to the world. Good luck to you on this path, Mr. @HikmetHajiyev  #StopArmenianTerrorism
#PrayForBarda https://t.co/trprs63Whg",Azerbaijan,fire
777,👻 fizz,wait why is sm on fire now,they/them || 22yo,fire
778,HolyOrBroken,"@sanfIohwa It is. If only looks could actually kill. As it stands, they usually only piss people off instead of, you know, catching them on fire or something.
Yeah, it's probably a really good thing that I don't have superpowers.",In Stories,fire
779,WIN GLOBAL FAN CLUB,"102920 [IG Update]
@freefireth

Another stunning visuals and cuteness from our bunny @winmetawin! Looking so go and cute as always.

Don't forget to download Free Fire Shot!

https://t.co/fmDUSpMLoV

https://t.co/ZBB4dRBGko

https://t.co/rduaYAmHWI

#winmetawin #FreeFireHalloWin https://t.co/khtjeye2f5",ประเทศไทย,fire
780,Richelle V⁷ ⟭⟬ Ready for #BTS Anytime 💜,Sitting at my desk daydreaming of wanting to see Hoseok and Yoongi singing “Burning Up (Fire)” live as they dance is sending me to hell... https://t.co/cRQqwg5xiR,Australia,fire
781,Lori,@HillaryClinton @cher To the lake of fire with those EVIL bitches!,"Naples, FL",fire
782,DC🎃🧟‍♂️,"@Certified4PF Yo this game is fire, me and homies always used to run up on some dudes that wore red",Caspers House,fire
783,heat cheque,@Dr_Burge1979 lmao im jk the off-white fire reds tomorrow on snkrs (10am),,fire
784,Antidote,Endorsed by a fire truck  #parody #artist #Halloween #memes #comedy #youtube #animation #gaming #hiphop #actor #marijuana #Wednesday #writer #politics #poetry #vfx #visualeffects #funny #horror #director #realtalk #Trippy #newmusic #producer #drawing #abstractart #psychedelic https://t.co/q3GNgO3ZV5,"Miami, FL",fire
785,piel,fire https://t.co/35udN1dpaV,banks x grimes x lorde h/t,fire
786,卐 Anshul 卐,"@RicchaDwivedi @__phoenix_fire_ psychological coercion.
Next line says that even if that doesn't work then give her shaap.
Had it been physical coercion then the third stage would not have been required.",Bharat,fire
787,𝐘𝐢𝐫𝐞𝐧.🌻,"@soudongpyo ㅤ
AREN'T YOU THE CUTE ONE HERE — I also already sense your cuteness since the day you were got scolded by the mighty fire. ( ｡•́  ᴖ  •̀｡ ) Anyway — thank you for your kindness. I will definitely send it to myself. ♡
ㅤ","⠀⠀⠀⠀
⠀⠀⠀⠀Solely belongs to alvertheus. 🍓
⠀⠀⠀⠀",fire
788,AltWriteGrammarNazi,"@DearDean22 From what I understand, only the Election Board can fire the Inspector General.

But the President can appoint a new Election Board.

So that'll have to be one of the first things Biden does.",Ultraspace,fire
789,Yukirochisu || Neko VTuber,"@KunGhosty https://t.co/VS5LvPV0DP
""It ruins the medium""","Bay Area, Ca",fire
790,T,@MateusLaw I will be issuing a warning to all my followers soon warning that my twitter is going to be legitimately on fire on election night and to shelter in place,"Michigan, USA",fire
791,CutternutLizard🦎,@SMACKERINOs I'd say it's worth it if there are some exclusives you want to play like fire emblem awakening/echoes. Otherwise I think a switch would be better,,fire
792,Lexi SQ,"@cassie_complex Omg I feel like you just called out @ItsoCae

Literally watched her catch a microwave on fire, can’t even make this stuff up.",Georgia,fire
793,cala 🐼,If there's smoke there's fire,,fire
794,Rita,@ReallyMarcia @gtconway3d Holy shit! What the fuck is happening to the country? Fire the officer...immediately,,fire
795,OldMutualSkunks,"@BAshes1011 @MwggwW Oh. Ok. It's Calvin's doctrine."" God planned everything before creation"".  Nonsense. He planned Jesus before creation. Man must choose. Live eternally with Him. Or die, and into the lake of fire(rubbish heap!).",South Africa,fire
796,kreezos au,@ascens1on nvm u dont need it ur avi fire now,#synkreezos,fire
797,shanice rochelle,@suckafreee_ I think I’m the only person who hates fire wings lol,,fire
798,Pedro Rondon H de Sá,"Did you know? Nashville SC are just the 6th expansion team to make the playoffs in their first season. 

Chicago Fire (1998)
Miami Fusion (1998)
Seattle Sounders (2009)
Atlanta United (2017)
Los Angeles FC (2018)
Nashville SC (2020)

#MLS | #NSH | #EveryoneN https://t.co/zDyX33US7t","Rio de Janeiro, Brasil",fire
799,vee,the zombie apocalypse scene in grand army was fire until she started talking bout a bomb p***y warrior 😭😭😭,NY/ATL,fire
800,🐶 Dogs CAN sense evil 🐶 America Vote - PLEASE!!!,@briantylercohen @ossoff On fire is Jon! @ossoff,,fire
801,Tyran,Canes sounds so fire right now 🔥,Long Beach California,fire
802,सुनील गांधी 🇮🇳🎖️🎖️,@republic Pragya ji's story was Heartwhelming. You have now unleashed the fire in people against the wrongdoings of these corrupt officials.,"मुंबई, भारत",fire
803,Thomas Borowski,@WalshFreedom the first thing you do is fire this ass,,fire
804,Ungaphel’ Umoya Son,Rashford was on fire last night. Even Fred played well,Joburg/Old Trafford,fire
805,noneofyourbusiness,"You can't possess a fire arm illegally.

'Shall not be infringed'

You all are a bunch of armed thugs. https://t.co/quE1SKQbnq",,fire
806,HFD Incidents,Fire Event - E057 - Misty Meadow Ln - Country Place Dr - 00:22 - https://t.co/aRB04lTttk,"Houston, Texas",fire
807,Nana,"@escapologist00 yes, one thing im sure sm building is alrd on fire rn",,fire
808,Flipendo64,"@RexChapman easy, fire him and charge with assault",Timber Hearth,fire
809,Texmex Pancake,Not me.... making a new AU by putting Xillia characters into Outlast...,,fire
810,LoriShirajian,They don’t know the fire they have ignited in the diaspora #RecognizeArtsakh,,fire
811,Red Infographics,"5 Steps to a Fire Safety Risk Assessment...

https://t.co/F6k0RWkdeP",United Kingdom,fire
812,° ᵈᵒʳᵃᵐⁱ °,IS THIS THE SAME MAN WHO SPITS FIRE IN THE WHOLE CYPHER-  😭💜😭💜😭 zee unniiiee.. you give me so much pain and for what- https://t.co/7Mlx2O0dIy,31012 - 20122012 - 9116,fire
813,𝑹𝒐𝒔𝒆𝒎𝒂𝒓𝒚 𝑭𝒓𝒆𝒚𝒋𝒂-𝑯𝒐𝒄𝒌𝒍𝒆𝒚,"{And that is how she remains, listening with her head resting on his chest as she closed her eyes and let herself drift into an imaginary literary setting with his warmth and the fire keeping her comfortable. Until she drifted off peacefully, for once...} https://t.co/YrjU0904Pe","Brooklyn, NY (c. 1912)",fire
814,Gbay,"@baileyjer What some more peaceful protesters!!
So when will law enforcement fight fire with fire? @realDonaldTrump @ALT_DOJ https://t.co/SUJ8W9syqV",USA,fire
815,Kate,"I don’t get how all a police department does after their crooked cops get caught doing crooked shit, is out them “on administrative leave” and put the situation “under investigation” STFU. FIRE those cops Off top, PERIODT.",,fire
816,Berrydale WeatherSTEM,It's raining cats and dogs at Berrydale Fire Department! The rate of rainfall is a drenching 3.10 inches per hour.,"Berrydale, FL",fire
817,Fight Me 👊,@MPJulian It’s a sure fire way to get wealthy people to stay in Canada or maybe move there from somewhere else 🙄😆🤣,,fire
818,Crossfire 🎃,"Haven’t streamed in about 10 months but decided to fire it up tonight, and the support was wild. Thank you guys so much for tuning in to check out me getting sliced by ghosts! I appreciate you all 👊🏻 https://t.co/sTxRausvMq","Queens, NY",fire
819,Tom's Guide,Amazon Fire TV Stick Lite gets killer price cut ahead of Black Friday https://t.co/4lqhShfY9R https://t.co/oDY27hPsC6,"New York, USA",fire
820,🥁❤🇺🇸Notagreatdrummer 🇺🇸🎶,@RexChapman You fire the cop.,,fire
821,Lala Laura,"Enter to win a new Fire HD 10 Tablet (and get some free books, also)! https://t.co/0iWx93V9Pq",USA,fire
822,krillin,@SMA_FN_ Fire,,fire
823,vitaminD.,"fire was burning &amp; burning , to let out what she been hoidin’ in ! Das a bad one https://t.co/6E7LrfJhEw",,fire
824,Riggs,@all22GB Gary has been suffering from that high ankle sprain. I saw him limping a few plays Sunday. He came out this season on fire. But yeah burns is still very good,,fire
825,radioclubcalifornia,Ora in onda: Scissor Sisters - Fire With Fire,Napoli,fire
826,hope,"I waited hours for this game to release on launch day so it's time to finally play!!!!!

fire emblem three houses

yeah I still haven't gone past like the tutorial",,fire
827,physicians transport,They’ve ignited a fire that won’t be easily put out. https://t.co/ZeAxgAe7xy,"Illinois, USA",fire
828,Jordy,With the fire that you started in me.,,fire
829,Billy on da Beat,Made a loop pack out of what I had lying around and it’s pretty fire. Who wants it?,"Pittsburgh, PA",fire
830,deja is dead,stfu im listening to i dont want to set the world on fire by the ink spots,hell is a safe place. ,fire
831,💧 Sleeping Giants Oz 📣,"Our suggestion @6PR + @Channel9 send Basil Zempilas packing before we start contacting advertisers

The man is a grub and attacking the trans community &amp; the homeless is demonstrates his bigotry - he is your liability we suggest you fix it quick.

#Auspol

https://t.co/tzKxnTIur5",Australia,fire
832,Space Wookie,"@Wendys @Gravity72452997 Wendy's with the woke quote of the century. The only way to truly absorb the message, you will need to be tested, trial by fire. Nugget torso, fry legs and arms, coca cola flowing to a baconator head. With these, through Dave, The man.",DubV,fire
833,ara ara | new to anitwt 💞✨,"i hate haikyu stans, i hate them so much. when i see them i just want to die. i feel my blood boiling and my skin burning and my eyes watering, my heart drops and i feel like fire is consuming my entire body why are they so evil and cruel? i hate them. i hate them i hate them https://t.co/8X6YqJpbi0",she / her ,fire
834,Dome Shaker,Fire https://t.co/GkL98WNGbZ,on horns,fire
835,Alexandraaa...,"@Justflips96 @FOXNRL 1k for every vaccine he gets, you mean.","Sydney, New South Wales",fire
836,Star Fox 64,Fire! Fire! Don’t let them through!,Lylat System,fire
837,everypoems,Every foggy sky feels like a crusty fire fly that is stowed in a lavender institution and every cookies and cream is pale and sweaty,,fire
838,🌸Mean@Gyaru🌸,"This came out of nowhere.. and like 2 days after MHR!!!! OMG, the Switch is gonna be on fire. xD As excited as I am (coz big SoS fan) it kinda looks like it turned away from Trio of Towns, which was so good (I  still play it to this day). Hopefully will be as good if not better. https://t.co/FuMnKN0PFO",EU/USA,fire
839,Graeme Day,"@prageru Did they try to taser him?
No!  
Did they fire a warning shot to see if that would stop him?
No! 
Did they fire at him once to see if that would stop him?
No!
Instead they fires 7 shots into him in quick succession. 
That is more like committing Murder.",,fire
840,Tuck Frump 🏳️‍🌈🇺🇸 🌎❄️🗽 🌊,"If this doesn't light up a fire under anyone who's sitting this out, nothing else will. https://t.co/bbJrJctTV0","Seattle, WA",fire
841,Bot That Reminds You to Breathe.,"The main cause of death during fires is breathing in too much smoke. So if, and only if, you are trapped in a closed space that is on fire, you shouldn't breathe. https://t.co/FXIe4RLUyd",Lungs,fire
842,raman jain,"@saptagiriulaka @nitin_gadkari We face a issue in two Railway Crossing , which brings lots of traffic ,every 20-30 minutes Railway Gate closses for which many emergency services like fire, ambulance and police face the problems and there is delay in emergency services.Need a under ground road .Pin code:765020","Muniguda, India",fire
843,Valen Vixtify,@Yfin_LF @FaZeSway @JohnCena @werevertumorro @jamescharles @FaZeClan @TheGrefg @TTfue @Wendys ayo this actually fire as fuck,,fire
844,Leonari,"@CFCMod_ Cake don't get baked until all her components stick together and pass through fire uniformly. If you're yet to see a progress in this team, that's because you want tomorrow in today's work. Trust the progress @CFCMod_",,fire
845,Eve 🧁,"Just thought of a fire fit, somebody invite me outside",DND,fire
846,Fuvwe🐾,I’m starting to think lagos is the new hell fire.,Globe,fire
847,hwa,"you can dm me or @TERRAJONGHO with your choice of fc + nation! your @ must include the (latin) name of your chosen nation. all caps is preferred !!

⇢˚⋆ ✎ THE NATIONS

   🔥 IGNIS - fire nation
   🌊 AQUA - water tribe
   🌎 TERRA - earth kingdom
   💨 CAELI - air nomads",admin 18+,fire
848,truth is bitter,@AIT_Online For pouring petrol in burning fire,"Lagos, Nigeria",fire
849,Noah A,"@RexChapman Fire him, and everyone there who stood by and didn't arrest him for assault on sight. Then prosecute him.

Do that, over and over, until they get the message.","California, USA",fire
850,Ambassador Dr. Wolfgang Manig,We deplore that still civilians become victims of the hostilities. We urge the parties to observe the agreed humanitarian cease-fire.,Aserbaidschan,fire
851,4lex⚡️,@nandofloress No doubt it was fire,"California, USA",fire
852,Bex,@ItsCoreyScherer Oh my god that track is fire bro!,,fire
853,joyce stoer cordi,You fire #BadCops — like this example https://t.co/a9dy5DjzyE,"California, USA",fire
854,DD,I feel like fire signs are only compatible with each other,"Indianapolis, IN",fire
855,Aetius,Volley fire. https://t.co/lGeFKHScyZ,Earth...I think,fire
856,Cassie 🚲🐈,@skeskali He is so good. I am surprised at how much I like him because I hate every TV boyfriend they all want to hide their GF's light under a bushel but Pacey Witter lights the whole damn bushel on fire and shows it to everyone.,Unceded Coast Salish Territory,fire
857,sin,fire punch and jojo really sticks out https://t.co/k7uiEvbKrH https://t.co/NoGQWrNjjy,19 • she/her,fire
858,beomgyu loops,the fire 😭😭😭 @txt_members https://t.co/p8G5zcwEug,she/her,fire
859,Victoria Irene,@NjorogeDorcas3 @FelixxAgolaa @itsshikomwangi @CarolRukahu @jennykanyiri @Lucypau43921191 @GraceMu84746062 @itskaboom_kobie @ItsMwangiKelvyn @BaristaKayvoh @Vetmurage @MUTEMBEI1D @njogu_miss @Kinyuru72607523 @jchuizo @ltsKevinBosco @IreneNjanja @mudaki_moses @GOVERNORKAHUHO1 @pittychilla @jairus_nyakagwa @NdichuBella @kale_vincent @maureennzau @LizNgash7 @thischickaidah @QueensCalvin @ItsMainaKageni @GamechangerKe @ScoVie5 @wanjehmattaza @fnjaush @cliefkay @Shi_Minaj @lawrenceraul38 @NimohJohn8 @DanPat001 @EveKoi2 @crlkinuthia @NorahSosi @AnthonyThuo7 @KkKirigiti @MikeMondo1 @JoelIregi @MainaGitahi @DebrahNjogu @LizzyYahweh @Classic105Kenya @MainaMugwe2 Electric fire baby🎶🎶🎼 #MainaAndKingangi,,fire
860,Vini DiMambro,"@wstrzasniety @McScorer61 @ShironRedshift @JoeBiden u mean cutting funding to predict? i doubt it. it worked on 5yr cycles, so this would have been the 1st time the trump admin signed off. &amp;theyve recieved numerous warning from experts since 2017. halting funding was like playing w/fire knowing damn well theres gasoline behind u","West Hollywood, CA",fire
861,ً ♡ gojo’s wife (REAL) 😍,"i hate mudae. i hate them so much. when i see them i just want to die. i feel my blood boiling and my skin burning and my eyes watering, my heart drops and i feel like fire is consuming my entire body. why are they so evil and cruel? i hate them. i hate them.","LUN / SHE ☁️ 生まれて初めて 好きすぎて耐えれない You’re my heart shaker, shaker キミのせいよ ",fire
862,nighthawk,@ik2onmovies think they’re fire,LA,fire
863,Rose Hanne,@BravoTV PLEASE fire @GKirschenheiter she's such a hypocrite calling Braunwynn  names #rhoc,"Happily Ever After, Arizona ",fire
864,Artsakh Defense Army,"Early in the morning after midnight, the #Azerbaijan'i Armed Forces resumed targeting the peaceful settlements of #Artsakh. 

Capital #Stepanakert, #Shoushi and nearby peaceful settlements are being shelled by Azerbaijani Armed Forces with #Smerch missile volley-fire system.","Stepanakert, Artsakh Republic",fire
865,🇯🇲BadBadLeroyBrown🇯🇲,"Further proof @PFF is TRASH!!!

How the FOOK does Demarcus Lawrence make this list???

Hes been a dumpster fire all yr
#TogetherBlue https://t.co/9IehZRWygB",🐷HOG MOLLY PIG PEN 🐷,fire
866,Tyler Spooketski-Licensed by Hasbro,"Top 5 Episodes: 
818: A Face From The Past
803: Trial By Fire
817: Olympius Ascends
832: Sorcerer Of The Sands
809: Go Volcanic",,fire
867,olu isaaco,"Marcus Rashford MBE and co are on fire🔥🔥🔥 tonight.
Can Arsenal FC with stand the heat of Man United come on Sunday? 
Man United VS Arsenal
#MNUARS #MUFC #ManU #ARSENAL",,fire
868,PNG,"#PIDILITIND After hitting my stop loss it's on fire 

😓😓😓

#StockMarket #stocks #nifty #stockstowatch https://t.co/fuPHaQciis",Mumbai,fire
869,Christian Zumbado,@_jb0o Fire,,fire
870,local lesbian girlfriend,maybe i should write narcissa so that i can set lucius on fire,malia tate call me ,fire
871,Twun Cruise,@DejaaxMonet Fire up,Work,fire
872,AnJanRoᴮᴱ⁷,"@EMFMoxley @BW @livcarville The only factual accurate statement in this whole paragraph is the mere fact that they donated. And even the described circumstances surrounding that are all wrong.
What a dumbster fire of misinformation and resentment.",|| German || 26 ||,fire
873,Mrs. Glock,@shadyflocka Outback carrot cake fire,east indy,fire
874,Global Music TV,@cannonstheband Great song and🔥video. Very pleased to be featuring it here: https://t.co/N3okBNRdps🖤#MusicTelevision,WorldWide,fire
875,Gene Dryer-Bivins🇺🇸⚕️🏳️‍🌈,"@RexChapman The only way you ""reform"" a cancer is to cut it out. What that PIG did is the very reason there are cameras watching our police departments. Blood on the floor. Nothing anyone could say could possibly deserve a reaction like that. Fire the bully and prosecute him.","Los Angeles, CA",fire
876,с*ка я хто,"@ManiUll @Southpawers Nah stepdads hook was good, hot for everyone I guess
Marsh hook was fire man
Little engine was great, but ok
Those kinda nights was mid
Should have had 1 more verse on lock it up - I don’t know, he did as much as he thought he need to do",,fire
877,Danger Aron,I just woke up from a dream that I carved the most basic but fire-breathing pumpkin.  No shit.,"Akron, OH",fire
878,ladyrouge,I’m really happy that @Corpse_Husband  really put all my favorite types of music together and made it sound fire asf😤🙏!!,,fire
879,I'm Lungie,"This man is clueless, Pirates needs to fire him now! https://t.co/he8pBracWh","Durban, South Africa🇿🇦",fire
880,Boost 🎃,@shockedlol @ParadoxEternity fire firee,,fire
881,John Douthitt,@GGenaral5 @marleyandbrit @BernieSanders Shoot the knife out of his hand like the Line Ranger used to do. Or just fire a warning shot over his head like Biden suggests.,,fire
882,🎃 xehn 🎃,Fire header 🔥🔥🔥 thanks to @Volesrr https://t.co/F0pUnRt6F2,,fire
883,Mult Co Fire/EMS log,"MED - MEDICAL at 800 E BURNSIDE ST, PORT [Portland Fire #RP20000089586] 21:21 #pdx911","Multnomah County, Oregon",fire
884,Mult Co Fire/EMS log,"MED - MEDICAL at NE 16TH AVE / NE IRVING ST, PORT [Portland Fire #RP20000089599] 22:11 #pdx911","Multnomah County, Oregon",fire
885,Tsundere | Kawakami,@BlackDGamer1 It's dumbass focus group bullshit and hr that leads to the dumpster fire that is the current gaming industry,Reset Life,fire
886,Ricky V,The Brazilian muscle bowl brownie looks fire 😍,"Shafter, CA",fire
887,FOX26 News,"It's been about 7 weeks since the Creek Fire swept through the Sierra National Forest, leveling buildings and destroying hundreds of acres of forest.
https://t.co/ODDlffcnjI",Fresno,fire
888,victoria☆ stream girlfriends,this song is fire @boysworld https://t.co/wCsQJfJ6qc,"she/her, straight",fire
889,👁,Got some fire cargos today🥴,"Orange, CA",fire
890,Salvatore,But be varned...you haff only 24 cannonballs zat you can fire,Windfall Island,fire
891,ɴᴀᴛ ʏᴇᴏʀɪ | semi-hiatus because of uni,Sm is just fueling the fucking fire. SHUT YOUR DAMN MOUTH USELESS FUCKS IF YOULL NOT GONNA HELP FOR FUCKS SAKE. WE  KNOW YOU HATE HIM. JUST DONT MAKE IT WORSE,150918 Berlin 280220 London,fire
892,S,"@Lucysanisdead shit is definitely fire, i’m just glad they’re finally explaining how everything connects",Arizona,fire
893,Constantly simping⁷ ⚰️,"Please, I want your fire version to come home :sobbing: Check out my character in #GranblueFantasy! https://t.co/FIT1vm7NUC",Layout: @nobleflamme,fire
894,🎱staci,Ari’s new album finna be so fire i just know it,TEXAS,fire
895,James Smith,@ali Fire all of them,,fire
896,Sharon Stoner/Anura Froglet,@mckaycoppins Did any one check to see if her pants are on fire?,"Clovis, CA",fire
897,Shojyy™,@gwxneth_a Im not here to defend the some of the extremists. But I will say I tend to lean more forwards life then choice. But I’m not the person where “abortion banned=problem solved”. For me I would want to see certain problems in health care improve. And a huge change for the better in-,,fire
898,Vtuber Priscilla,"@BakuhatsuFoxy It was pretty hard to decide where to go with this one, but your tail especially feels like a good mix between Tails from sonic and Charizards fire tail so I chose these two, i feel like theres a bunch of other ways I could  have gone but it was just so hard to decide https://t.co/uOiPLSVewj",,fire
899,Matty,34-0 the truth We won they took it my Activision I’d was incorrect 15-3 map 3 after calling me a shitter and saying they were 10x me and they would never play with me again you know we go hard for those! GGs to the boys the fire was Stoked Matt The Legend Mckittrick lives on https://t.co/xpxaIs7myt https://t.co/wYzx7bdmyQ,"Northern Ireland, United Kingd",fire
900,NOT APPOINTED BY MAN BUT ANNOINTED BY GOD,"but a bad tree bears bad fruit. A good tree cannot bear bad fruit, and a bad tree cannot bear good fruit. Every tree that does not bear good fruit is cut down and thrown into the fire. Thus, by their fruit you will recognize them.",,fire
901,Faerghast \|/,"Because Dimitri Fire Emblem is trending I'm gonna plug the ol' Dimitri Documentary in case anyone missed it the first time! hehe💙🦁
https://t.co/iwfKHSB33b https://t.co/jPQS3LJ4fy","Nova Scotia, Canada",fire
902,kaythedon ✨💜,omgee i completely forgot 😭 dont fire me yet 😩 https://t.co/VTXHT2lFHc,"Atlanta, GA",fire
903,...,@YourFellowArab And I bought this when your coming out with this shit wtf man I feel scammed lmfao this shit is fire https://t.co/LF2MRA3dAG,,fire
904,Toyota Corona,@TimmyGoneWild_  go check this hot fire https://t.co/A9JSrm8NJr,,fire
905,DopeItsRob,@_SierraChris Fire stick app called cinema,"Stockton, CA",fire
906,IMRAN SHAIKH,Jr eng  ke ward 79 bldg and factory taking bribe frm builder Not restoring fire refuge area high court order 2018 @mybmc  @OfficeofUT @AshokChavanINC @CPMumbaiPolice,,fire
907,Steven Universe,Fire Salt! Burn! Burn people!,Beach City,fire
908,alec 🎃👻 | BLM | dink,i jUST SAW A PICTURE IF A HELLO KITTY PLUSH ON FIRE NOW I AM MORE SAD GOODNIGHT :'(,,fire
909,scout bot,a horse wearing sunglasses that are on fire,,fire
910,traindroid_se,We're sorry to announce that the 16:15 service to Tenterden is delayed by approximately 13 hours due to heavy machine-gun fire.,,fire
911,🤔💌Poppy Parley💌💕,FiRe https://t.co/Ol4rMneNi1,🏞Deep Within Misty Mountains,fire
912,megan ☾༄,@stfunasty I’m trying to focus on that instead of what he’ll fire is happening rn 😀,,fire
913,Ben william,"Off-White x Air Jordan 5 'Sail'
Price:$225
Release Date:10-29-2020
Style Code:DH8565-100
Color:Sail/Fire Red-Muslin-Black
=&gt;https://t.co/dsEB3lcCsw https://t.co/P55ztuIMX0","Los Angeles, CA",fire
914,Joanne Hamilton,@NoRemorseAFVET4 @chartsweb They were not his picks. He will fire them when he can,,fire
915,byyours,@moviemnfs The goblet of fire,,fire
916,LETS MEET SOON CHENNIEE❤,"If only exols and others were this active and on fire for streaming and voting in choaedol we would've bbmas,  soba, and idol champ and many more, even scored a 10M in 24 hours for 1BV, NOTHin, telephone, On Me.

I'm voting for EXO for Favorite Social Artist at the #AMAs",,fire
917,🥚,"But hey, these Chanyeol memes are fire so... keep em up",,fire
918,🎃 ComfySpooky 🪔 # III,"i had so much fun on painting fire
this is my second time doing coloring seriously
pretty proud of my improvement.
again feel free to leave me any tips and tricks im still dont know much about digital art.","พิษณุโลก, ประเทศไทย",fire
919,Rob Lee,"Second half of that video shot from an NKR UAV (probably COTS) on Oct 28 reportedly showing Azerbaijani soldiers retreating under mortar fire on a hill north of the town of Khtsaberd. 1521/
https://t.co/u42ImpZE4G https://t.co/q7rb27QLyF",,fire
920,Kathy D Joyce,@RexChapman @CovidMayChgUs You fire then prosecute then lock them up.,"Springfield, IL",fire
921,🦋 MIS ᴀʏᴜ,"Don’t wanna feel another touch
Don’t wanna start another fire
Don’t wanna know another kiss
No other name falling off my lips
Don’t wanna give my heart away
To another stranger
Or let another day begin 
Won’t even let the sunlight in
No, I’ll never love again","Kuala Lumpur , Malaysia",fire
922,DIRTBAG,"@JayLeRey Mostly in conjunction w IT departments and their existing hardware, poe switches etc after the fact. Sometimes lucky enough to get in before. Mark ups, routes, install, addressing, lan configs, dns, and training. Transitioned to mostly cams, fire n alarms aren’t as lucrative imo","Hell’s Kitchen, NY",fire
923,"──𝑮𝑾𝒀𝑵, 𝑺𝑶𝑵 𝑶𝑭 𝑵𝑼𝑨𝑫𝑯𝑨","@DivineMercenary "". . .""

[A long, drawn out huff. Gwyn picks some firewood from a pile next to them, throws it nearby, and crouches to start a fire. They're somewhat staring into space.]

"". . .Yes, I did. Someone. . . Someone that I hated. Intensely.

They fueled my anger.
&gt;&gt;",Masters (5/5),fire
924,A$AP eddie,@yazzi_yessie @Its_BasedEroc Fire cuh 🔥,"Texas, USA",fire
925,ًًً,@suckaworld i just checked her out.. her work is definitely fire,,fire
